domain,metric_id,metric_name,county_fips,county_name,period,period_end,frequency,value,unit,margin_of_error_90,numerator,denominator,benchmark_value,subgroup_type,subgroup_id,subgroup_label,tenure,sex,geography_basis,universe,source_ids,source_releases,retrieved_at,raw_sha256s,calculation,notes,reliability_flag,comparability_status
age_and_tenure,homeownership_pct,Homeownership share,06013,Contra Costa,2024,2024-12-31,annual rolling five-year estimate,70.87963356,percent,0.557455,58492,82523,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06013,Contra Costa,2024,2024-12-31,annual rolling five-year estimate,77.12961503,percent,0.92177275,63571,82421,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06013,Contra Costa,2024,2024-12-31,annual rolling five-year estimate,81.07106514,percent,2.39972931,53378,65841,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06013,Contra Costa,2024,2024-12-31,annual rolling five-year estimate,80.67684705,percent,3.14418206,39835,49376,,age_of_householder,75_plus,Householder age 75 or older,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,17.20720721,percent,10.8372006,191,1110,,age_of_householder,15_24,Householder age 15 to 24,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_high_uncertainty,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,27.81354983,percent,4.21295771,1987,7144,,age_of_householder,25_34,Householder age 25 to 34,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,49.87495776,percent,2.23892796,7379,14795,,age_of_householder,35_44,Householder age 35 to 44,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,62.9646961,percent,4.01022257,12110,19233,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,70.54299697,percent,4.80427832,15135,21455,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,75.88500947,percent,3.89546467,15627,20593,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06041,Marin,2024,2024-12-31,annual rolling five-year estimate,75.91502568,percent,0.76428625,14187,18688,,age_of_householder,75_plus,Householder age 75 or older,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,28.26362484,percent,13.70497401,223,789,,age_of_householder,15_24,Householder age 15 to 24,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_high_uncertainty,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,28.22218228,percent,4.46388716,1570,5563,,age_of_householder,25_34,Householder age 25 to 34,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,51.01186322,percent,3.79720606,4386,8598,,age_of_householder,35_44,Householder age 35 to 44,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,58.50853758,percent,2.74870512,5037,8609,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,73.45704754,percent,1.37124341,7046,9592,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,81.17418173,percent,3.07525078,7093,8738,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06055,Napa,2024,2024-12-31,annual rolling five-year estimate,78.74015748,percent,10.11585887,6200,7874,,age_of_householder,75_plus,Householder age 75 or older,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_high_uncertainty,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,5.59268378,percent,1.62909168,636,11372,,age_of_householder,15_24,Householder age 15 to 24,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,15.03130987,percent,1.23688521,11690,77771,,age_of_householder,25_34,Householder age 25 to 34,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,33.49612339,percent,1.19407589,24280,72486,,age_of_householder,35_44,Householder age 35 to 44,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,46.34158482,percent,1.14908108,27931,60272,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,53.27457971,percent,1.54450077,29439,55259,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,51.73007836,percent,1.06835202,24623,47599,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06075,San Francisco,2024,2024-12-31,annual rolling five-year estimate,52.17413481,percent,1.33545174,20458,39211,,age_of_householder,75_plus,Householder age 75 or older,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,5.91949487,percent,2.21470965,300,5068,,age_of_householder,15_24,Householder age 15 to 24,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_moderate_uncertainty,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,22.86058658,percent,1.28272751,8535,37335,,age_of_householder,25_34,Householder age 25 to 34,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,46.97477824,percent,0.99712928,23672,50393,,age_of_householder,35_44,Householder age 35 to 44,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,62.37681627,percent,1.10203076,30952,49621,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,70.76947765,percent,1.15632933,35280,49852,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,77.58759972,percent,0.75326364,30734,39612,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06081,San Mateo,2024,2024-12-31,annual rolling five-year estimate,77.24506731,percent,1.2698743,25134,32538,,age_of_householder,75_plus,Householder age 75 or older,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,6.27199598,percent,1.18877383,998,15912,,age_of_householder,15_24,Householder age 15 to 24,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,21.90351572,percent,0.83452983,25444,116164,,age_of_householder,25_34,Householder age 25 to 34,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,46.65291973,percent,0.82849954,62444,133848,,age_of_householder,35_44,Householder age 35 to 44,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,62.42361479,percent,0.75987986,78964,126497,,age_of_householder,45_54,Householder age 45 to 54,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,72.36217318,percent,0.81240226,84883,117303,,age_of_householder,55_64,Householder age 55 to 64,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
age_and_tenure,homeownership_pct,Homeownership share,06085,Santa Clara,2024,2024-12-31,annual rolling five-year estimate,75.3837984,percent,0.15702591,62460,82856,,age_of_householder,65_74,Householder age 65 to 74,,,household residence,occupied housing units by age of householder,CENSUS_ACS5_DETAIL,ACS5-2024-B25007-table-based-summary-file,2026-08-10T21:31:04Z,f98c19ff1e29be51b8b9416af6b90f944dae3b79f799e16d5c7b9a2281c46928,owner-occupied units divided by owner- plus renter-occupied units,Age bands are aggregated only where stated; ACS vintages overlap.,project_flag_standard,comparable_within_table_and_vintage
