area_sq_km,county_fips,county_name,feature_count,share_of_mapped_area_pct,source_dates,zoning_class
25.360771921875,06013,Contra Costa,109,0.845078398448108,2010;2021 q4;2022 q1;2022 q2;2022 q3,Light Industrial
28.63434371484375,06013,Contra Costa,597,0.9541612298591167,2010;2017;2019;2021 q4;2022 q1;2022 q2;2022 q3,Low intensity commercial
16.3836291484375,06013,Contra Costa,425,0.5459396553141536,2010;2019;2021 q4;2022 q1;2022 q2;2022 q3,Mixed use
1.90047961328125,06013,Contra Costa,12,0.06332828798833573,2021 q4;2022 q2,Mobile home
31.174380875,06013,Contra Costa,910,1.0388010248115735,2010;2019;2021 q4;2022 q1;2022 q2;2022 q3,Multi-family
189.31632209765624,06013,Contra Costa,529,6.308448921476881,2010;2019;2021 q4;2022 q1;2022 q2;2022 q3,Open Space
28.22914157421875,06013,Contra Costa,112,0.9406589761776443,2010;2017;2019;2021 q4;2022 q2;2022 q3,Other
447.62864073828126,06013,Contra Costa,1668,14.916000821265332,2010;2017;2019;2021 q4;2022 q1;2022 q2;2022 q3,Planned area
36.81553071875,06013,Contra Costa,335,1.2267769227869059,2010;2017;2019;2021 q4;2022 q1;2022 q2;2022 q3,Public Quasi-Public
0.0,06013,Contra Costa,0,0.0,,Rural residential
426.74750289453124,06013,Contra Costa,4068,14.220193983006215,2010;2017;2019;2021 q4;2022 q1;2022 q2;2022 q3,Suburban residential
22.63210116796875,06013,Contra Costa,355,0.7541529046300635,2010;2021 q4;2022 q1;2022 q2;2022 q3,Urban residential
11.77866427734375,06013,Contra Costa,18,0.3924917890519666,2022 q2,Water
951.4901546914062,06041,Marin,214,38.798554228283706,2021 q4,Agricultural
89.9998669765625,06041,Marin,449,3.669890541916312,2021 q4,Exurban residential
0.30430097265625,06041,Marin,11,0.01240836568945071,2021 q4,Heavy Industrial
2.474387734375,06041,Marin,169,0.10089717294561469,2021 q4,High intensity commercial
3.9942800234375,06041,Marin,80,0.16287324606375125,2021 q4,Light Industrial
9.9168648203125,06041,Marin,410,0.404376246678287,2021 q4,Low intensity commercial
6.68176794921875,06041,Marin,179,0.2724599249297026,2021 q4,Mixed use
0.13476811328125,06041,Marin,3,0.005495388392202442,2021 q4,Mobile home
7.39323737890625,06041,Marin,413,0.3014712448192387,2021 q4,Multi-family
893.486618203125,06041,Marin,468,36.43336595515576,2021 q4,Open Space
0.05727232421875,06041,Marin,9,0.0023353719069239337,2021 q4,Other
72.56817123828125,06041,Marin,489,2.959084876657487,2021 q4,Planned area
17.020075875,06041,Marin,205,0.6940211977493991,2021 q4,Public Quasi-Public
197.95479230859374,06041,Marin,78,8.071927708620967,2021 q4,Rural residential
138.919579765625,06041,Marin,4498,5.664671171143192,2021 q4,Suburban residential
2.088414671875,06041,Marin,219,0.08515849533321224,2021 q4,Urban residential
57.90104125390625,06041,Marin,20,2.361008863714797,2021 q4,Water
3159.7384065429687,06055,Napa,47,94.63753664950694,2020;2021 q4;2022 q2,Agricultural
22.38209535546875,06055,Napa,16,0.6703676371150658,2022 q2,Exurban residential
5.28075102734375,06055,Napa,10,0.15816412771775748,2022 q1,Heavy Industrial
1.67225387890625,06055,Napa,108,0.050085787932494866,2020;2021 q4;2022 q2,High intensity commercial
20.18496196875,06055,Napa,60,0.604561147888337,2021 q4;2022 q1;2022 q2,Light Industrial
7.3573167890625,06055,Napa,256,0.22035948793264973,2020;2021 q4;2022 q1;2022 q2,Low intensity commercial
1.18957218359375,06055,Napa,78,0.03562895614680265,2020;2021 q4;2022 q2,Mixed use
0.75283615625,06055,Napa,4,0.02254824613982311,2020;2021 q4,Mobile home
6.2244595390625,06055,Napa,161,0.18642920456060538,2021 q4;2022 q1;2022 q2,Multi-family
13.79151049609375,06055,Napa,107,0.41307045460580694,2020;2021 q4;2022 q1;2022 q2,Open Space
7.2189306640625,06055,Napa,51,0.21621467583385337,2020;2021 q4;2022 q1;2022 q2,Other
20.5071722734375,06055,Napa,59,0.6142116903052564,2020;2021 q4;2022 q1;2022 q2,Planned area
12.03306479296875,06055,Napa,81,0.3604031295731208,2020;2021 q4;2022 q1;2022 q2,Public Quasi-Public
0.0,06055,Napa,0,0.0,,Rural residential
39.0356361640625,06055,Napa,737,1.1691589533056006,2020;2021 q4;2022 q1;2022 q2,Suburban residential
21.41025065625,06055,Napa,903,0.6412598514358804,2021 q4;2022 q1;2022 q2,Urban residential
0.0,06075,San Francisco,0,0.0,,Exurban residential
3.08595971875,06075,San Francisco,13,1.5794082967576086,2021 q4,Heavy Industrial
3.47938546484375,06075,San Francisco,17,1.7807653928217846,2021 q4,High intensity commercial
8.91205353125,06075,San Francisco,76,4.561229753869156,2021 q4,Light Industrial
13.72209460546875,06075,San Francisco,247,7.023030772919148,2021 q4,Low intensity commercial
22.3186876171875,06075,San Francisco,461,11.422806390229146,2021 q4,Mixed use
0.0,06075,San Francisco,0,0.0,,Mobile home
9.0513861796875,06075,San Francisco,186,4.6325408405351025,2021 q4,Multi-family
54.7464396953125,06075,San Francisco,318,28.01947820230816,2021 q4,Open Space
5.03267695703125,06075,San Francisco,3,2.5757470820311537,2021 q4,Planned area
0.4134023359375,06075,San Francisco,7,0.21158120610308556,2021 q4,Public Quasi-Public
0.0,06075,San Francisco,0,0.0,,Rural residential
0.07935424609375,06075,San Francisco,3,0.04061386605337193,2021 q4,Suburban residential
74.5456375234375,06075,San Francisco,307,38.15279819637228,2021 q4,Urban residential
456.27688803125,06081,San Mateo,33,23.689882705678613,2009;2015;2022 q1;2022 q2,Agricultural
52.94456453515625,06081,San Mateo,117,2.748880244960338,2004;2009;2013;2022 q1;2022 q2,Exurban residential
4.81945083203125,06081,San Mateo,22,0.25022574649625023,2011;2022 q1;2022 q2,Heavy Industrial
14.24457948046875,06081,San Mateo,320,0.7395781507585572,2009;2015;2021;2022 q1;2022 q2,High intensity commercial
49.1890512421875,06081,San Mateo,169,2.5538941044307895,2009;2011;2015;2021;2022 q1;2022 q2,Light Industrial
16.51353334375,06081,San Mateo,552,0.8573821690985082,2004;2009;2011;2013;2015;2021;2022 q1;2022 q2,Low intensity commercial
14.58286626953125,06081,San Mateo,456,0.7571419909704734,2011;2015;2021;2022 q1;2022 q2,Mixed use
1.35955821484375,06081,San Mateo,10,0.07058822282268297,2015;2022 q1;2022 q2,Mobile home
22.0790077890625,06081,San Mateo,1106,1.1463414398163247,2009;2011;2013;2015;2021;2022 q1;2022 q2,Multi-family
820.3738246757813,06081,San Mateo,490,42.5937850265323,2005;2009;2011;2013;2015;2021;2022 q1;2022 q2,Open Space
7.32036934765625,06081,San Mateo,183,0.38007336281373155,2004;2009;2011;2013;2015;2021;2022 q1;2022 q2,Other
55.0596757734375,06081,San Mateo,563,2.8586967587016914,2009;2011;2013;2015;2021;2022 q1;2022 q2,Planned area
20.98327173046875,06081,San Mateo,266,1.0894508556439118,2005;2009;2011;2013;2015;2021;2022 q1;2022 q2,Public Quasi-Public
0.0,06081,San Mateo,0,0.0,,Rural residential
209.67490097265625,06081,San Mateo,3001,10.886314737087467,2004;2005;2009;2011;2013;2015;2021;2022 q1;2022 q2,Suburban residential
1.927528890625,06081,San Mateo,9,0.1000772437274659,2015,Urban reserve
54.877398796875,06081,San Mateo,1988,2.8492329434001027,2009;2015;2022 q1;2022 q2,Urban residential
123.8146747265625,06081,San Mateo,44,6.428454297060794,2022 q1;2022 q2,Water
2908.999033285156,06085,Santa Clara,575,56.63639576836981,7/14/2023;7/16/2023,Agricultural
109.87047406620312,06085,Santa Clara,280,2.1391095635547814,1/5/2022;7/14/2023;7/16/2023;7/4/1905,Exurban residential
32.232588696220304,06085,Santa Clara,179,0.627548386627211,1/5/2022;7/14/2023;7/16/2023,Heavy Industrial
18.135083516038893,06085,Santa Clara,671,0.3530787585539001,1/5/2022;7/14/2023;7/16/2023,High intensity commercial
86.46603959259319,06085,Santa Clara,1310,1.6834398302839166,1/5/2022;7/14/2023;7/16/2023,Light Industrial
38.660744227218466,06085,Santa Clara,1693,0.7527005632173499,1/5/2022;7/14/2023;7/16/2023,Low intensity commercial
14.42161719770123,06085,Santa Clara,697,0.2807798867868751,1/5/2022;7/14/2023;7/16/2023,Mixed use
2.8308885625,06085,Santa Clara,9,0.055115633648333676,7/16/2023,Mobile home
58.37468229300687,06085,Santa Clara,2917,1.1365186345441802,1/5/2022;7/14/2023;7/16/2023,Multi-family
110.35331864384706,06085,Santa Clara,652,2.1485102461542427,1/5/2022;7/14/2023;7/16/2023;7/4/1905,Open Space
5.267827875932172,06085,Santa Clara,210,0.1025613212679605,7/14/2023;7/16/2023,Other
176.23148395902217,06085,Santa Clara,2701,3.4311170124654664,1/5/2022;7/14/2023;7/16/2023,Planned area
92.88526601262811,06085,Santa Clara,520,1.8084181626559628,1/5/2022;7/14/2023;7/16/2023,Public Quasi-Public
927.0543534335937,06085,Santa Clara,370,18.049169717516495,7/14/2023,Rural residential
505.57703382934807,06085,Santa Clara,8810,9.843269334820222,1/5/2022;7/14/2023;7/16/2023;7/4/1905,Suburban residential
0.184191328125,06085,Santa Clara,4,0.0035860902109026483,7/14/2023,Urban reserve
35.87137572192371,06085,Santa Clara,1876,0.6983932991715135,1/5/2022;7/14/2023;7/16/2023,Urban residential
12.85546033984375,06085,Santa Clara,48,0.25028779015087466,7/16/2023,Water
2281.12436940625,06095,Solano,90,61.444081796745046,2022 q1;2023 Q1,Agricultural
78.48968328515625,06095,Solano,98,2.1141883295162254,2022 q1;2023 Q1,Exurban residential
35.13358653125,06095,Solano,56,0.9463539093228146,2022 q1;2023 Q1,Heavy Industrial
25.3334010078125,06095,Solano,349,0.6823773331214449,2022 q1;2023 Q1,High intensity commercial
40.6414824296875,06095,Solano,131,1.0947139069846865,2022 q1;2023 Q1,Light Industrial
18.1570254453125,06095,Solano,300,0.4890753751132609,2016;2022 q1;2023 Q1,Low intensity commercial
5.37570734765625,06095,Solano,408,0.14479938332811226,2022 q1;2023 Q1,Mixed use
0.7780935625,06095,Solano,8,0.020958631252628694,2022 q1,Mobile home
18.28560662890625,06095,Solano,477,0.4925388218539193,2016;2022 q1;2023 Q1,Multi-family
931.1331472890625,06095,Solano,411,25.080886440480043,2016;2022 q1;2023 Q1,Open Space
0.65647221484375,06095,Solano,24,0.017682653785619253,2016;2022 q1,Other
38.794699140625,06095,Solano,105,1.0449691824111842,2022 q1;2023 Q1,Planned area
69.25345317578125,06095,Solano,264,1.865402386081798,2022 q1,Public Quasi-Public
0.0,06095,Solano,0,0.0,,Rural residential
117.3392706171875,06095,Solano,2568,3.1606359734123126,2016;2022 q1;2023 Q1,Suburban residential
51.8854534296875,06095,Solano,790,1.3975801088937283,2016;2022 q1;2023 Q1,Urban residential
0.13943366015625,06095,Solano,2,0.003755767697177407,2022 q1,Water
3352.327224886719,06097,Sonoma,1933,50.95516411678426,2022 q1;2022 q2,Agricultural
429.05553083203125,06097,Sonoma,2250,6.521617229505069,2022 q1;2022 q2,Exurban residential
4.15894582421875,06097,Sonoma,39,0.06321571636940727,2022 q1;2022 q2,Heavy Industrial
23.344486703125,06097,Sonoma,425,0.35483473759636286,2022 q1;2022 q2,High intensity commercial
21.20344584375,06097,Sonoma,268,0.3222910504645434,2022 q1;2022 q2,Light Industrial
17.51270618359375,06097,Sonoma,771,0.26619203850071543,2022 q1;2022 q2,Low intensity commercial
6.6945797578125,06097,Sonoma,343,0.1017571935459746,2022 q1,Mixed use
3.58531229296875,06097,Sonoma,26,0.054496522577482026,2022 q1,Mobile home
11.53738384375,06097,Sonoma,469,0.17536751271543374,2022 q1,Multi-family
649.095925734375,06097,Sonoma,292,9.86621746761274,2022 q1;2022 q2,Open Space
1.69975575,06097,Sonoma,53,0.025836181073470375,2022 q1;2022 q2,Other
123.98640311328126,06097,Sonoma,1800,1.884585571475799,2022 q1;2022 q2,Planned area
420.52249746875,06097,Sonoma,500,6.391915656158606,2022 q1;2022 q2,Public Quasi-Public
1379.65908103125,06097,Sonoma,664,20.970731728473996,2022 q1;2022 q2,Rural residential
124.55771962109375,06097,Sonoma,3484,1.8932695466564133,2022 q1;2022 q2,Suburban residential
10.03344461328125,06097,Sonoma,464,0.15250773048973085,2022 q1,Urban residential
